team,games_played,possessions,frequency,points_per_poss,points,fg_made,fg_att,fg_perc,eff_fg_perc,ft_freq,tov_freq,sf_freq,and1_freq,score_freq,percentile,season,playtype,offdef
SAC,82,7.2,6.3,0.98,7,2.8,5.9,47,49.1,12.9,7,12.6,2.9,48,31,2015,pnr-rollman,offense
MEM,82,6.9,6.5,1.01,7,2.9,5.8,49.9,50.9,10,7.4,8.8,1.4,50.2,41.4,2015,pnr-rollman,offense
CHI,82,7.1,6.5,0.98,7,2.8,6,47.2,49.8,10.1,6.9,8.8,1,47.9,27.6,2015,pnr-rollman,offense
PHI,82,7.2,6.6,0.95,6.8,2.7,5.6,48,50.7,12.8,11.4,12.1,2.4,47.4,6.9,2015,pnr-rollman,offense
DET,82,6.6,6,1.02,6.7,2.7,5.4,50.2,53.6,12.7,7.2,11.9,1.8,49.8,48.3,2015,pnr-rollman,offense
PHX,82,6.3,5.6,1.03,6.5,2.6,5.4,47.7,53.2,10.6,6.9,10.2,2.7,48,65.5,2015,pnr-rollman,offense
TOR,82,5.7,5.4,1.06,6,2.4,4.7,50.8,54.3,12.5,7.5,11.6,2.6,51.1,82.8,2015,pnr-rollman,offense
NYK,82,5.9,5.5,0.97,5.7,2.3,4.8,47.2,50.6,9.4,8.9,8.9,1,46.6,13.8,2015,pnr-rollman,offense
GSW,82,5.6,5.1,0.99,5.6,2.1,4.4,47,51.6,13.9,8.9,13.4,2.2,47.5,37.9,2015,pnr-rollman,offense
HOU,82,5.4,4.8,1.03,5.5,2.3,4.3,54.1,56.8,14.7,10.6,13.1,4.5,50.6,55.2,2015,pnr-rollman,offense
MIL,82,5.3,5,1.02,5.4,2.4,4.4,53.2,53.7,10.3,8.5,10.1,1.8,51,51.7,2015,pnr-rollman,offense
LAL,82,5.7,5.2,0.93,5.3,2.2,4.8,45.7,46.4,10.8,6.9,9.9,2.4,46.7,0,2015,pnr-rollman,offense
NOP,82,9.6,8.8,1.08,10.3,4.2,8.2,51.1,53.6,13.2,5.1,12.9,4.1,51.4,75.9,2016,pnr-rollman,offense
HOU,82,8.5,7.6,1.13,9.7,3.9,7.1,54.5,59.1,13.4,6.7,13.3,3.4,54.2,93.1,2016,pnr-rollman,offense
LAC,82,8.2,7.7,1.15,9.5,3.7,6.9,54,58.4,15.4,5.3,15.1,4.1,54.7,100,2016,pnr-rollman,offense
IND,82,9.4,8.8,0.99,9.3,4,8.3,48.5,51,7,6.8,7,2.2,47.3,24.1,2016,pnr-rollman,offense
DAL,82,8.5,8.4,1.07,9.1,3.7,7.5,50,54.2,8.6,4.7,8.5,1.7,50.5,72.4,2016,pnr-rollman,offense
OKC,82,8.7,7.7,1.05,9.1,3.7,7.1,51.4,54.1,11.9,8.1,11.8,2.1,50.8,44.8,2016,pnr-rollman,offense
MIN,82,7.9,7.3,1.14,9,3.3,6.2,53.4,58.3,14.5,9.1,13.8,2.3,53.6,96.6,2016,pnr-rollman,offense
BKN,82,7.7,6.9,1.09,8.4,3.1,6.4,49,55.6,11.1,7.4,11.1,1.6,49.8,82.8,2016,pnr-rollman,offense
ORL,82,8.8,8.1,0.93,8.2,3.4,7.7,44.2,48.2,7.9,6.8,7.8,2.2,43.7,3.4,2016,pnr-rollman,offense
SAS,82,8.3,7.8,0.97,8.1,3.4,7,48.3,49.9,9.4,8.2,8.7,2.2,47.5,17.2,2016,pnr-rollman,offense
CHA,82,7.6,7.2,1.05,8,3.1,6.4,48.4,53.5,12.6,6.5,11.7,2.7,49,51.7,2016,pnr-rollman,offense
BOS,82,7.3,6.8,1.05,7.7,3.1,6.4,48.8,55.5,6.5,7.5,6.3,1.5,47.3,48.3,2016,pnr-rollman,offense
MEM,82,7.8,7.4,0.98,7.7,3.1,6.7,46.2,48.9,10.2,6.7,9.1,3,46.9,20.7,2016,pnr-rollman,offense
WAS,82,7.1,6.5,1.07,7.6,3.1,5.9,52.9,55.1,13.4,6.7,13.3,2.8,52.5,69,2016,pnr-rollman,offense
SAC,82,7.2,6.8,1.03,7.5,2.8,5.8,48.3,52.6,13,8,12.9,2,49.2,41.4,2016,pnr-rollman,offense
PHI,82,7.2,6.5,1.01,7.3,2.8,6.2,45.8,51.3,9.9,6.4,9.3,2.2,46.5,34.5,2016,pnr-rollman,offense
CHI,82,7.8,7.1,0.94,7.3,3.1,6.8,45.9,47.7,8.3,6.3,8,1.6,46.6,6.9,2016,pnr-rollman,offense
CLE,82,6.7,6.2,1.07,7.2,2.6,5.5,47.6,53.6,14.3,5.6,13.1,2.4,49.5,65.5,2016,pnr-rollman,offense
ATL,82,7.8,7.1,0.91,7.1,2.8,6.4,43.5,47.3,10.7,9.7,9.8,2,43.5,0,2016,pnr-rollman,offense
DEN,82,6.6,5.9,1.08,7.1,2.8,5.4,51,56.1,11.1,8.7,9.4,2.2,50,79.3,2016,pnr-rollman,offense
MIL,82,6.3,6,1.12,7.1,2.8,5.4,53,58.1,11.2,6.4,11.4,3.1,51.8,89.7,2016,pnr-rollman,offense
DET,82,7.1,6.5,1,7,2.9,6,48.3,50.9,10.5,7.1,10.2,2.1,48.2,27.6,2016,pnr-rollman,offense
UTA,82,6.5,6.4,1.06,7,2.8,5.3,52.9,54.6,16.8,7.8,16.8,5,52.9,62.1,2016,pnr-rollman,offense
TOR,82,6.2,5.8,1.12,7,2.8,5.2,54,57.7,10.8,8,10,2,53.5,86.2,2016,pnr-rollman,offense
NYK,82,6.7,6,1.03,6.9,2.7,5.6,48.4,51.7,11.9,6.9,11.5,3.7,48.6,37.9,2016,pnr-rollman,offense
MIA,82,6.2,5.7,1.06,6.5,2.5,5,50.9,53.9,14.9,7.9,14.5,3.8,51.1,58.6,2016,pnr-rollman,offense
LAL,82,6.4,5.8,1,6.4,2.7,5.2,52.1,53.5,10.4,10.4,10.4,2.1,49.9,31,2016,pnr-rollman,offense
POR,82,6.5,5.9,0.95,6.1,2.3,5.2,44.9,49.6,12.8,10,12.6,3,44.3,13.8,2016,pnr-rollman,offense
PHX,82,5.4,4.7,1.06,5.7,2.2,4.4,50,52.8,15.2,7,15.2,3.4,51.5,55.2,2016,pnr-rollman,offense
GSW,82,4.4,4,0.94,4.1,1.6,3.4,47.2,48.8,14.4,10.2,14.9,3,46.4,10.3,2016,pnr-rollman,offense
IND,82,12.4,11.5,0.99,12.3,4.9,10.3,48,51.3,10.9,9.1,10.5,3.1,47,13.8,2017,pnr-rollman,offense
HOU,82,8.9,8.3,1.12,9.9,4,7.4,54.6,58.3,14.9,6.8,14.8,4.8,53.4,75.9,2017,pnr-rollman,offense
NYK,82,9,8.2,1.08,9.7,4,7.6,53.1,57.1,9.1,9.2,8.8,2.4,50.9,48.3,2017,pnr-rollman,offense
CHI,82,8.9,8.1,1.06,9.5,3.8,7.8,48.7,53.5,9.1,5.7,8.7,1.8,49.5,31,2017,pnr-rollman,offense
BKN,82,8.7,7.9,1.09,9.5,3.6,7.1,50.3,54.4,14,7.1,14.1,3.4,51.8,58.6,2017,pnr-rollman,offense
ATL,82,8.3,7.7,1.08,9,3.7,7.1,52.2,56.2,9.9,8,8.9,2.8,51,44.8,2017,pnr-rollman,offense
TOR,82,8,7.3,1.12,9,3.7,6.7,55.6,58.7,11.5,8.4,11,3.8,53.9,79.3,2017,pnr-rollman,offense
OKC,82,7.8,7,1.14,8.9,3.4,6.2,54.3,58.6,16,7.4,15,3.1,55.4,82.8,2017,pnr-rollman,offense
MEM,82,8.5,7.9,1.05,8.9,3.6,7.2,49.8,54.3,9.4,7.9,8.9,2.3,49.4,27.6,2017,pnr-rollman,offense
DAL,82,7.6,7.2,1.15,8.7,3.5,6.7,52.5,58.2,8.8,4.3,8.3,1.6,53,86.2,2017,pnr-rollman,offense
MIN,82,7.8,7.2,1.1,8.6,3.2,6.2,51.2,54.6,16.3,7.8,15.5,3.9,52.7,72.4,2017,pnr-rollman,offense
SAS,82,7.7,7.2,1.09,8.5,3.5,6.8,51.3,54.2,10.4,4.4,10.1,3.3,52.2,62.1,2017,pnr-rollman,offense
POR,82,8.1,7.4,1.02,8.3,3.4,6.8,50.4,54,10.4,9.2,10.1,3.6,48.8,24.1,2017,pnr-rollman,offense
LAC,82,6.2,5.6,1.27,7.9,3.1,5.1,61.2,66,15.7,5.7,14.9,3.9,60.1,100,2017,pnr-rollman,offense
SAC,82,7.9,7.4,0.97,7.6,3.3,6.9,47.5,49.6,8.7,5.6,8.2,1.4,47.6,3.4,2017,pnr-rollman,offense
NOP,82,6.5,5.8,1.16,7.6,2.9,5.5,53.1,57.3,13.5,5.8,12.4,3.2,54.9,89.7,2017,pnr-rollman,offense
BOS,82,7,6.6,1.07,7.5,3.1,6,51,55.4,8.7,8.3,8.7,2.1,49.7,37.9,2017,pnr-rollman,offense
DEN,82,6.8,6.2,1.07,7.3,3,5.7,52.1,58.2,8.1,9.9,7.9,2.3,48.6,41.4,2017,pnr-rollman,offense
MIA,82,6.7,6.2,1.08,7.2,2.9,5.5,52.7,57,13,8.6,12.3,3.7,51.5,51.7,2017,pnr-rollman,offense
UTA,82,6.5,6.1,1.1,7.1,2.7,5,53.9,55.6,18.9,8.6,18.2,5.3,54.6,65.5,2017,pnr-rollman,offense
ORL,82,7,6.5,1,7,2.8,6.1,44.9,51.1,8.5,5.7,8.5,1.6,45.2,17.2,2017,pnr-rollman,offense
WAS,82,7.2,6.6,0.98,7,2.8,5.9,48,52.1,10,11.2,9.3,2.5,46.4,10.3,2017,pnr-rollman,offense
LAL,82,6.5,5.7,1.07,6.9,2.7,5.2,51,56.5,12.6,9.2,12.1,3,49.8,34.5,2017,pnr-rollman,offense
CHA,82,6.6,6,1.02,6.7,2.5,5.3,47.8,52.9,14.4,8,13.3,3.1,48,20.7,2017,pnr-rollman,offense
CLE,82,5.6,5.2,1.17,6.5,2.6,4.9,53,58.7,10.5,5.7,10,3.1,53.3,93.1,2017,pnr-rollman,offense
MIL,82,5.2,4.9,1.18,6.1,2.5,4.3,56.9,61.6,12,6.4,12,1.6,56.2,96.6,2017,pnr-rollman,offense
PHX,82,5.1,4.5,1.08,5.5,2,4.1,50.3,54.2,16.3,7.2,15.9,3.8,52.4,55.2,2017,pnr-rollman,offense
GSW,82,4.8,4.4,1.1,5.3,2.1,3.7,56.3,59.5,12.4,12.4,11.9,1.8,53.7,69,2017,pnr-rollman,offense
DET,82,4.5,4.1,0.97,4.3,1.8,3.9,45.4,49.4,10.1,5.2,10.4,2.5,46,0,2017,pnr-rollman,offense
PHI,82,4.3,3.8,0.98,4.2,1.6,3.6,45.6,50.7,10.5,8.2,8.2,2,45,6.9,2017,pnr-rollman,offense
IND,82,11,10.1,1.03,11.3,4.7,9.4,49.5,52.8,10.4,7.3,10.1,3.2,49,10.3,2018,pnr-rollman,offense
LAC,82,7.9,6.9,1.21,9.5,3.8,6.3,60.1,63.5,15.7,7.9,14.7,4,59.1,96.6,2018,pnr-rollman,offense
CHI,82,8.4,7.7,1.1,9.3,3.7,7.4,49.5,54.6,9.5,5.6,9,2.7,50.1,48.3,2018,pnr-rollman,offense
ATL,81,7.8,6.6,1.18,9.2,3.5,6.4,55.3,60.1,16.6,5.2,16.6,3.8,56.2,89.7,2018,pnr-rollman,offense
BOS,82,7.5,6.7,1.18,8.9,3.5,6.6,53.6,61,7.8,6.2,7.8,2.3,52.7,86.2,2018,pnr-rollman,offense
TOR,82,8.1,7.3,1.07,8.7,3.5,6.7,52.6,54.8,11.8,7.3,11.1,1.6,53,34.5,2018,pnr-rollman,offense
UTA,82,7.2,6.4,1.22,8.7,3.3,5.4,61.8,62.9,22.6,7,21.4,4.9,62.1,100,2018,pnr-rollman,offense
MIN,82,7.4,6.4,1.18,8.7,3.3,6.3,53,61.3,9.6,7.1,9,2.3,52.1,82.8,2018,pnr-rollman,offense
MEM,82,7.9,7.3,1.03,8.1,3.1,6.6,47.3,51.9,12.2,6.5,11.2,2.3,48.8,13.8,2018,pnr-rollman,offense
MIA,82,6.9,6.2,1.16,8,3.3,5.7,57.7,61.3,14.4,7.9,13.7,5.3,55.5,75.9,2018,pnr-rollman,offense
BKN,82,7.5,6.6,1.05,7.9,3.1,5.7,54.3,55.9,15.9,10,15.2,1.9,53.6,24.1,2018,pnr-rollman,offense
CHA,82,7.4,6.7,1.04,7.8,2.8,5.9,47.9,53.5,15.4,9.3,14.9,3.4,48.9,17.2,2018,pnr-rollman,offense
HOU,82,7,6.3,1.11,7.7,3.2,5.8,54.8,58.5,11.8,6.8,11.4,2.5,54,62.1,2018,pnr-rollman,offense
SAC,82,7.1,6.2,1.08,7.7,3.3,6.1,53.4,56.2,10.6,5.8,9.6,2.4,53.1,37.9,2018,pnr-rollman,offense
LAL,82,6.8,5.9,1.13,7.6,3,5.5,54.9,59,13.8,8.5,13.5,4.1,54,69,2018,pnr-rollman,offense
POR,82,6.3,5.6,1.17,7.4,2.8,5.2,54.4,58.3,16.2,5.6,15.8,3.3,56.8,79.3,2018,pnr-rollman,offense
WAS,82,6.8,6,1.08,7.4,2.8,5.8,48.4,55.2,10.9,6.6,10.4,2.7,48.9,41.4,2018,pnr-rollman,offense
DAL,82,6.1,5.5,1.21,7.4,2.8,5,56.5,61.1,15.8,6.4,15,4.2,56.9,93.1,2018,pnr-rollman,offense
NOP,82,6.5,5.5,1.14,7.4,3,5.5,54.6,57,13.2,5.3,12.8,3.8,55.3,72.4,2018,pnr-rollman,offense
OKC,81,7.2,6.1,1.02,7.4,3.1,6.4,48.3,52,9.9,4.3,9.7,2,49.4,3.4,2018,pnr-rollman,offense
ORL,82,6.5,5.9,1.11,7.2,2.9,5.6,51.3,55.7,10.3,6,10.3,2.8,51.9,58.6,2018,pnr-rollman,offense
PHX,82,6.3,5.6,1.09,6.9,2.9,5.3,54.3,55.5,12.8,6.6,12.2,2.7,54.5,44.8,2018,pnr-rollman,offense
DEN,82,6.6,5.9,1.03,6.8,2.8,5.8,48.2,53.7,7.5,7.5,7.2,2,46.9,6.9,2018,pnr-rollman,offense
SAS,82,6.2,5.6,1.06,6.5,2.7,5.2,51.5,53.3,10.5,6.7,10.3,2.2,51.7,27.6,2018,pnr-rollman,offense
NYK,82,5.8,5.1,1.1,6.4,2.5,4.9,50.6,56.1,11.9,5.7,10.8,3,51.5,55.2,2018,pnr-rollman,offense
MIL,82,5.6,4.9,1.13,6.3,2.5,4.8,51.9,57.1,12.6,5.6,11.7,3.9,52.1,65.5,2018,pnr-rollman,offense
DET,82,5.4,4.8,1.05,5.6,2.1,4.3,48.9,54.3,14.3,8.4,13.8,2,49.2,20.7,2018,pnr-rollman,offense
CLE,82,5.2,4.8,1.06,5.5,2.3,4.4,51.4,54.7,10,7.2,9.1,1.9,51.2,31,2018,pnr-rollman,offense
PHI,82,4,3.5,1.1,4.4,1.7,3.4,48.9,56.6,9.4,7.9,8.2,2.4,48.6,51.7,2018,pnr-rollman,offense
GSW,82,4.1,3.7,0.93,3.9,1.4,3.3,42.1,47.4,12.1,9.1,11.2,1.8,43.2,0,2018,pnr-rollman,offense
ATL,67,8.9,7.7,1.16,10.4,4.3,7.7,55.9,60.6,10.2,6.7,9.7,2.5,54.9,69,2019,pnr-rollman,offense
DAL,67,8.1,7.3,1.25,10.2,3.8,7,54.9,63.6,12.1,5.5,11.9,3.1,55.3,96.6,2019,pnr-rollman,offense
IND,65,9.5,8.7,1.06,10,4,7.9,50.3,53.6,13.1,6.8,12.5,3.2,51.3,31,2019,pnr-rollman,offense
MEM,65,7.6,6.6,1.21,9.2,3.8,6.6,58,61.8,10.5,5.9,9.9,3.6,56.7,79.3,2019,pnr-rollman,offense
OKC,64,7.3,6.7,1.25,9.1,3.6,6,59.1,65.9,11.8,7.7,11,2.6,57.6,100,2019,pnr-rollman,offense
TOR,64,8.6,7.7,1.03,8.9,3.5,7.2,48.5,53.2,10.7,9.4,9.8,3.1,47.3,10.3,2019,pnr-rollman,offense
DET,66,7.4,6.8,1.15,8.5,3.2,5.9,55,59.8,15.9,8,15.7,3.3,55.3,65.5,2019,pnr-rollman,offense
NYK,66,7,6.2,1.21,8.5,3.5,6,59.1,61.4,12.7,5,12.7,2.8,59.8,82.8,2019,pnr-rollman,offense
LAC,64,7.2,6.3,1.17,8.4,3.4,6,56.8,62.4,10.7,8.3,10,2.4,54.3,72.4,2019,pnr-rollman,offense
CHA,65,8.7,8,0.95,8.2,3.2,7.2,44.6,48.3,12.7,8.1,12,3.4,45.3,0,2019,pnr-rollman,offense
DEN,65,7.3,6.6,1.11,8.1,3.3,6.4,51.8,57.3,8,6.3,7.6,1.7,50.9,48.3,2019,pnr-rollman,offense
BKN,64,6.5,5.7,1.21,7.9,3.4,5.4,62.7,65.5,13.6,8.8,12.9,5,59.2,75.9,2019,pnr-rollman,offense
CHI,65,7.5,6.7,1.04,7.7,2.9,5.9,49,54.2,12.4,9.3,11.3,1,49.1,13.8,2019,pnr-rollman,offense
POR,66,7,6.2,1.08,7.6,3.2,5.9,54,56.8,11.3,7.6,11,2.8,53,44.8,2019,pnr-rollman,offense
PHX,65,7.1,6.3,1.08,7.7,3.1,6.1,50.9,56.2,7.6,7.4,7.4,0.9,50,41.4,2019,pnr-rollman,offense
ORL,65,7.3,6.6,1.05,7.6,3,6.4,47.3,54.3,7.4,5.9,7.2,1.7,46.6,24.1,2019,pnr-rollman,offense
NOP,64,6.3,5.3,1.24,7.8,2.9,4.7,61.3,65.3,21.3,7.8,20.3,4,61.5,93.1,2019,pnr-rollman,offense
MIA,65,6.1,5.6,1.23,7.5,3,5,59.5,63.7,15.1,5.8,14.6,3,59.3,89.7,2019,pnr-rollman,offense
SAC,64,7,6.4,1.08,7.5,3,6,50.9,56.8,8,8.9,8,1.8,49.2,37.9,2019,pnr-rollman,offense
MIN,64,7,6,1.04,7.3,2.6,5.8,44.5,53.4,10.9,8.9,10.3,2.7,44.6,17.2,2019,pnr-rollman,offense
MIL,65,6.3,5.5,1.13,7.1,2.7,5.3,51.8,56.9,14.9,6.1,14.1,4.6,52.4,58.6,2019,pnr-rollman,offense
CLE,65,6.7,5.9,1.07,7.1,2.8,5.6,50.6,57,8.8,8.5,8.1,1.2,48.7,34.5,2019,pnr-rollman,offense
WAS,64,6.4,5.6,1.11,7.1,2.8,5.3,52.6,56,13,6.8,12.5,3.4,52.8,51.7,2019,pnr-rollman,offense
UTA,64,5.9,5.4,1.13,6.7,2.5,4.4,56,59.2,19.3,8.2,19,2.6,57.8,62.1,2019,pnr-rollman,offense
LAL,63,5.5,4.8,1.22,6.7,2.7,4.6,58,62.8,14,6.7,13.1,4.7,57.3,86.2,2019,pnr-rollman,offense
SAS,63,6.3,5.7,1.06,6.7,2.8,5.7,50,55.9,5,6.8,4.5,1.5,47.6,27.6,2019,pnr-rollman,offense
BOS,64,5.8,5.1,1.11,6.4,2.7,5.1,53.1,58.2,8.9,5.7,8.4,2.4,52,55.2,2019,pnr-rollman,offense
PHI,65,5.8,5.2,1.01,5.8,2.2,5.2,42.4,50.9,6.4,4.5,6.4,0.8,43.5,3.4,2019,pnr-rollman,offense
GSW,65,5.2,4.7,1.04,5.4,2.1,4.1,50.4,53.2,15.6,8.5,14.7,2.9,50.9,20.7,2019,pnr-rollman,offense
HOU,64,4.9,4.2,1.01,4.9,2,4,49,54.1,10.2,10.5,10.2,2.9,47,6.9,2019,pnr-rollman,offense
TOR,82,5.7,5.5,0.76,4.3,1.7,4.4,39.3,39.3,14,13.6,13,3.8,38.4,100,2015,postup,defense
MIL,82,6.7,6.2,0.83,5.6,2.1,4.9,43.3,43.3,14.9,14.3,12,2,42.9,79.3,2015,postup,defense
HOU,82,6.8,6.1,0.87,5.9,2.2,5,42.8,42.8,15.9,11.7,11.7,2.3,44.3,44.8,2015,postup,defense
PHX,82,6.7,6.1,0.89,6,2.1,4.8,44.1,44.1,18.5,13.6,14.8,3.8,45.2,17.2,2015,postup,defense
LAL,82,7.2,6.7,0.83,6,2.4,5.5,42.6,42.6,12.3,12.2,10.6,1,43.2,75.9,2015,postup,defense
SAS,82,7.3,6.9,0.83,6,2.4,5.4,45.2,45.2,11.8,15.6,9.7,1.7,42.5,82.8,2015,postup,defense
UTA,82,7,6.8,0.88,6.2,2.4,5.4,44.5,44.5,13.2,12.5,9.6,2.6,44.4,31,2015,postup,defense
WAS,82,7.4,6.8,0.84,6.2,2.3,5.3,43.5,43.5,14.8,15,10,1.6,42.9,65.5,2015,postup,defense
ORL,82,7.5,6.9,0.83,6.3,2.4,5.8,40.7,40.7,15.1,10.9,12.7,3.3,42.4,69,2015,postup,defense
MIN,82,7.4,6.8,0.88,6.5,2.5,5.4,46.6,46.6,15.4,14.6,12.6,3,45.9,34.5,2015,postup,defense
MEM,82,7.1,6.8,0.91,6.5,2.3,5,46.5,46.5,18.9,13.6,14.6,2.7,47.1,13.8,2015,postup,defense
NYK,82,8.1,7.6,0.81,6.6,2.7,6.5,42,42,11.5,10.6,10.3,2.9,41.7,93.1,2015,postup,defense
ATL,82,8.1,7.3,0.82,6.6,2.6,6.1,43.1,43.1,13.1,14.6,11.3,3,41.2,89.7,2015,postup,defense
SAC,82,8,7,0.84,6.7,2.6,5.8,43.8,43.8,14.4,15.3,12.4,2.9,42.8,62.1,2015,postup,defense
OKC,82,8.6,7.8,0.8,6.9,2.5,6.7,37.9,37.9,14.2,9.3,12.3,2.1,40.7,96.6,2015,postup,defense
BKN,82,7.8,7.3,0.89,7,2.8,6,47,47,12.3,13.5,10,2.6,44.9,24.1,2015,postup,defense
CLE,82,8.3,8,0.85,7,2.9,6.5,44.5,44.5,11.9,12.4,9.2,2,43.8,55.2,2015,postup,defense
IND,82,8.1,7.4,0.87,7.1,2.7,6.1,44.8,44.8,14.1,12.7,12,2.2,45,41.4,2015,postup,defense
CHI,82,8.5,7.7,0.83,7.1,2.9,6.9,42.7,42.7,10.4,10.9,8.6,2.1,42.6,72.4,2015,postup,defense
CHA,82,8.5,7.9,0.84,7.1,2.7,6.2,42.7,42.7,16,13.4,14,2.9,43.5,58.6,2015,postup,defense
DET,82,8.2,7.7,0.88,7.2,3.1,6.7,45.5,45.5,10.9,10.1,9.5,3.3,44.6,27.6,2015,postup,defense
LAC,82,8.5,7.7,0.85,7.3,2.7,6.2,43.6,43.6,16.3,13.6,12.6,3.2,43.8,51.7,2015,postup,defense
MIA,82,8.3,7.8,0.96,7.9,3.2,6.5,49.4,49.4,13.4,10.5,11.4,2.5,49.3,0,2015,postup,defense
NOP,82,9,8.3,0.89,8,3.1,6.8,45.1,45.1,15.3,11.4,12.5,3.1,45.8,20.7,2015,postup,defense
GSW,82,10.1,8.9,0.82,8.2,3.2,7.5,42.2,42.2,13.5,13.6,11.5,1.9,42.3,86.2,2015,postup,defense
BOS,82,10,9,0.85,8.6,3.5,7.9,44.4,44.4,12.9,11.7,10.3,3,43.3,48.3,2015,postup,defense
DAL,82,10,9.3,0.88,8.8,3.5,7.6,46.1,46.1,12.9,13.7,11.2,2.2,44.8,37.9,2015,postup,defense
PHI,82,9.5,8.6,0.93,8.9,3.5,7.3,47.7,47.7,14.7,11.5,12.1,2.9,47.4,6.9,2015,postup,defense
DEN,82,10,9.3,0.92,9.1,3.5,7.6,45.8,45.8,14.7,11.2,12.1,2,47.1,10.3,2015,postup,defense
POR,82,10,9.3,0.94,9.4,3.6,7.4,48.2,48.2,16.4,13.3,14.1,3.8,47.6,3.4,2015,postup,defense
MIL,82,5.2,4.9,0.83,4.3,1.6,3.8,42.3,42.3,14.8,14.3,12.6,2.6,42.6,96.6,2016,postup,defense
MIN,82,6.2,5.8,0.85,5.2,2.1,4.6,46.4,46.4,11.2,15.7,10,1.6,43.7,69,2016,postup,defense
ATL,82,6.5,5.9,0.8,5.3,2,4.8,41.8,41.8,13.6,14.7,12.7,1.7,41.8,100,2016,postup,defense
CHI,82,6.1,5.7,0.88,5.4,2.2,4.9,44.7,44.7,11.9,9.9,10.1,2.2,44.9,51.7,2016,postup,defense
SAS,82,6.4,6.1,0.84,5.4,2,4.6,42.7,42.7,15.6,15,13.1,2.8,42.9,79.3,2016,postup,defense
MEM,82,6.2,5.9,0.89,5.5,2,4.4,45.3,45.3,17.8,15.6,15.8,4.1,45.4,44.8,2016,postup,defense
DET,82,6.1,5.8,0.91,5.5,2.2,4.8,46.8,46.8,12.2,11,10.6,2.4,46.2,34.5,2016,postup,defense
TOR,82,6.7,6.2,0.84,5.6,2.2,5.1,43.3,43.3,13.6,12.6,11.4,2.6,42.7,75.9,2016,postup,defense
CLE,82,6.8,6.2,0.86,5.9,2.3,5.3,43.8,43.8,13,12,11.6,2.1,43.4,62.1,2016,postup,defense
GSW,82,7.1,6.2,0.83,5.9,2.2,5,44.1,44.1,14.2,17.4,13,2.2,42.8,86.2,2016,postup,defense
UTA,82,7.1,6.9,0.83,5.9,2.4,5.6,43.2,43.2,11,12.2,10,1.9,42.2,93.1,2016,postup,defense
CHA,82,6.4,6,0.96,6.1,2.5,5,49.5,49.5,13.4,11.5,12.6,3.8,48.3,13.8,2016,postup,defense
NYK,82,6.3,5.7,0.98,6.1,2.3,4.6,49.3,49.3,18.4,12.2,15.3,3.5,49.7,3.4,2016,postup,defense
SAC,82,6.8,6.3,0.91,6.2,2.3,5,45.1,45.1,16.9,12.2,14,3.4,45.8,37.9,2016,postup,defense
BOS,82,7.8,7.1,0.83,6.5,2.5,5.9,42.3,42.3,14.4,12.2,13.3,2,42.9,89.7,2016,postup,defense
PHX,82,6.9,6.1,0.95,6.6,2.5,4.9,50.7,50.7,17.1,16.1,14.5,4.6,48.1,17.2,2016,postup,defense
LAC,82,7.8,7.3,0.85,6.6,2.6,5.9,44.5,44.5,12.9,14.2,10.7,2.8,43.1,72.4,2016,postup,defense
ORL,82,7.1,6.6,0.94,6.7,2.6,5.3,48.6,48.6,16.6,12.3,14,3.2,48.6,24.1,2016,postup,defense
BKN,82,7.6,6.7,0.88,6.7,2.6,5.8,45.5,45.5,14.8,12.3,12.8,3.5,45,48.3,2016,postup,defense
LAL,82,7.9,7.2,0.88,6.9,2.7,5.9,45.2,45.2,15.9,13.1,14,3.5,44.9,55.2,2016,postup,defense
DEN,82,7.6,7,0.94,7.1,2.8,5.9,47,47,14.8,11.1,14,3.7,46.9,20.7,2016,postup,defense
WAS,82,8,7.3,0.9,7.3,2.8,6.1,46.1,46.1,13.7,13.2,12.4,2.6,45.5,41.4,2016,postup,defense
OKC,82,7.9,7.2,0.92,7.3,2.9,6.4,44.9,44.9,13.6,8,12.7,2.9,46.4,27.6,2016,postup,defense
IND,82,7.6,7,0.98,7.5,2.9,5.5,52,52,16.2,13.6,14.3,2.4,50.5,0,2016,postup,defense
MIA,82,7.8,7.3,0.96,7.5,3.1,6.5,48.6,48.6,12.1,8.1,10.6,2.6,48.7,10.3,2016,postup,defense
PHI,82,8,7.2,0.96,7.7,3.1,6.1,50,50,14.1,11.2,11.6,2.6,49.3,6.9,2016,postup,defense
DAL,82,9.2,9,0.86,7.9,3.1,6.7,45.6,45.6,14.2,15.6,13.1,2.9,44.3,65.5,2016,postup,defense
NOP,82,9.5,8.6,0.84,8,3.2,7.4,42.8,42.8,12.2,11.9,10.9,1.9,42.6,82.8,2016,postup,defense
POR,82,9.1,8.3,0.91,8.3,3.2,6.8,46.9,46.9,16.5,12.6,15.6,3.9,46.7,31,2016,postup,defense
HOU,82,10.6,9.4,0.87,9.2,3.7,8,45.9,45.9,13.2,14.7,11.4,3,44,58.6,2016,postup,defense
CHA,82,4.7,4.4,0.82,3.9,1.6,3.7,43.3,43.3,10,13.1,8.2,1.5,42.4,93.1,2017,postup,defense
MIN,82,5.2,4.8,0.88,4.6,1.7,3.6,47.8,47.8,16,17.8,14.6,2.8,44.6,58.6,2017,postup,defense
